"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"986","RT @stacos: SEE IT LIVE <f0><U+009F><U+009B><U+0091>

The scene where a code 303, (officer involved shooting), RED team was deployed, shots fired, suspect possibly sh…",FALSE,0,NA,2020-05-16 19:15:10,FALSE,NA,"1261736969824075778",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","_Boriholditdown",27,TRUE,FALSE,NA,NA
"987","RT @stacos: SEE IT LIVE <f0><U+009F><U+009B><U+0091>

The scene where a code 303, (officer involved shooting), RED team was deployed, shots fired, suspect possibly sh…",FALSE,0,NA,2020-05-16 19:12:53,FALSE,NA,"1261736395921653760",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","MFuentes809",27,TRUE,FALSE,NA,NA
"988","RT @stacos: SEE IT LIVE <f0><U+009F><U+009B><U+0091>

The scene where a code 303, (officer involved shooting), RED team was deployed, shots fired, suspect possibly sh…",FALSE,0,NA,2020-05-16 19:12:32,FALSE,NA,"1261736308004847621",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Manner_shhh",27,TRUE,FALSE,NA,NA
"989","SEE IT LIVE <f0><U+009F><U+009B><U+0091>

The scene where a code 303, (officer involved shooting), RED team was deployed, shots fired, suspect… https://t.co/59kNb5XXmz",FALSE,35,NA,2020-05-16 19:12:12,TRUE,NA,"1261736224471101440",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","stacos",27,FALSE,FALSE,NA,NA
"990","Although #Bitcoin wasn’t able to breach $10,000 and #consolidate over that level, the #crypto-#asset has been large… https://t.co/yXSdkwxB8w",FALSE,0,NA,2020-05-16 19:03:32,TRUE,NA,"1261734044951330820",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","BlockchainNewsX",0,FALSE,FALSE,NA,NA
"991","OUT NOW ON ALL PLATFORMS!!!!!!
#ACTIVE FT @therealstylesp
Prod by yungbopp914 
Mixed and mastered by @Dayzel https://t.co/M9jCwycdwh",FALSE,0,NA,2020-05-16 18:48:07,FALSE,NA,"1261730164557459457",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","kartelwitak1",0,FALSE,FALSE,NA,NA
"992","RT @NYLInvestments: Investors looking to mitigate losses in market downturns should select an #active manager with a proven history of comp…",FALSE,0,NA,2020-05-16 18:43:15,FALSE,NA,"1261728939095007234",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","valeriekaiser",3,TRUE,FALSE,NA,NA
"993","Investors looking to mitigate losses in market downturns should select an #active manager with a proven history of… https://t.co/EApqdsEFqy",FALSE,1,NA,2020-05-16 18:37:00,TRUE,NA,"1261727364968599553",NA,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Twitter Media Studio</a>","NYLInvestments",3,FALSE,FALSE,NA,NA
"994","Beautiful Colorado day for a run #GodsCountry #Active https://t.co/Epu6zuAQ6r",FALSE,8,NA,2020-05-16 18:32:23,FALSE,NA,"1261726203876126721",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ronnieburtonjr8",0,FALSE,FALSE,NA,NA
"995","Really excited to share my research on the chemotaxis of enzyme-coated liposomes for the @syschem20 virtual confere… https://t.co/tSlujvADuM",FALSE,72,NA,2020-05-16 18:28:08,TRUE,NA,"1261725134844387328",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","ambika2110",6,FALSE,FALSE,NA,NA
"996","RT @PRAVINCHAKRAVA1: Water Drop, realistic single water drop on white background, vector illustration, many uses for paintings,printing,mob…",FALSE,0,NA,2020-05-16 18:23:28,FALSE,NA,"1261723961924214784",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","itsvicrotich",1,TRUE,FALSE,NA,NA
"997","Water Drop, realistic single water drop on white background, vector illustration, many uses for paintings,printing,… https://t.co/BQ5DYEUboJ",FALSE,0,NA,2020-05-16 18:19:30,TRUE,NA,"1261722960194404353",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","PRAVINCHAKRAVA1",1,FALSE,FALSE,NA,NA
"998","RT @Kwathe1bigdeal: THE #NUMBERS DONT LIE!! HAPPENING #RIGHTNOW @dleradio 1,118 #Active #Listeners who tf #PLAYING!!?? I'VE BEEN AT IT CONS…",FALSE,0,NA,2020-05-16 18:15:43,FALSE,NA,"1261722008095768589",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","hennybottle",1,TRUE,FALSE,NA,NA
"999","THE #NUMBERS DONT LIE!! HAPPENING #RIGHTNOW @dleradio 1,118 #Active #Listeners who tf #PLAYING!!?? I'VE BEEN AT IT… https://t.co/f7wgqpeZP1",FALSE,0,NA,2020-05-16 18:10:12,TRUE,NA,"1261720621983182851",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","Kwathe1bigdeal",1,FALSE,FALSE,NA,NA
"1000","Living with #diabetes doesn’t have to mean the end of enjoying being #active! The Podartis Womens Actibitt Shoe is… https://t.co/S0Om7YHvOB",FALSE,0,NA,2020-05-16 18:06:48,TRUE,NA,"1261719764654751745",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","toetecsocks",0,FALSE,FALSE,NA,NA
"1001","RT @Kindness626: Lexi has a new pool now she just needs a new home  - who’s ready? <f0><U+009F><U+008F><U+00A1><f0><U+009F><U+008C><U+008A> <f0><U+009F><U+008F><U+008A><U+200D><U+2640><U+FE0F><f0><U+009F><U+008F><U+00A1><f0><U+009F><U+008C><U+008A><f0><U+009F><U+008F><U+008A><U+200D><U+2640><U+FE0F><f0><U+009F><U+008F><U+00A1><f0><U+009F><U+008C><U+008A><f0><U+009F><U+008F><U+008A><U+200D><U+2640><U+FE0F><f0><U+009F><U+008F><U+00A1><f0><U+009F><U+008C><U+008A><f0><U+009F><U+008F><U+008A><U+200D><U+2640><U+FE0F><f0><U+009F><U+008F><U+00A1><f0><U+009F><U+008C><U+008A><f0><U+009F><U+008F><U+008A><U+200D><U+2640><U+FE0F> #dogsoftwitter #dogs #Do…",FALSE,0,NA,2020-05-16 18:01:20,FALSE,NA,"1261718389892014081",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Kindness626",3,TRUE,FALSE,NA,NA
"1002","Day #115 of 100 consecutive days of  exercise and staying active. Just a walk today, as many people out and about,… https://t.co/7kDwoGgqgO",FALSE,0,NA,2020-05-16 17:55:15,TRUE,NA,"1261716857461112832",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Hike1000miles",0,FALSE,FALSE,NA,NA
"1003","Always ideal person 
#HelpingHands #<U+0938><U+092E><U+092F>_<U+0930><U+0939><U+0924><U+0947>_<U+092A><U+0939><U+091A><U+093E><U+0928>_<U+0932><U+094B> #active #leader #lockdown 
@RahulGandhi 
@INCIndia https://t.co/gAZWXnmkYQ",FALSE,1,NA,2020-05-16 17:48:30,FALSE,NA,"1261715160005312512",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","TanwarpalS",0,FALSE,FALSE,NA,NA
"1004","Great #bikeride with Markie! #hammertime #nonlazyzone #dontgiveup #fitness #exercise #workout #workingout… https://t.co/dyActOwcp9",FALSE,1,NA,2020-05-16 17:48:10,TRUE,NA,"1261715075448086529",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","mhammer323",0,FALSE,FALSE,NA,NA
"1005","#complete #plant #medicine #hemp #medical #cannabis has over #100 #active #ingredients mainly #terpenes that #heal… https://t.co/kUL9zt6YHi",FALSE,0,NA,2020-05-16 17:45:10,TRUE,NA,"1261714320003674112",NA,"<a href=""http://www.linkedin.com/"" rel=""nofollow"">LinkedIn</a>","dancingqueen",0,FALSE,FALSE,NA,NA
"1006","Men's Protective Design Crossover Shoes; MA-SH-09 #activewear #workout #gym #sportswear #fit #gymwear #motivation… https://t.co/VLyWaXjRrB",FALSE,0,NA,2020-05-16 17:43:30,TRUE,NA,"1261713904025186311",NA,"<a href=""https://activewearshopping.com/"" rel=""nofollow"">ActivewearShopping</a>","activewearshop1",0,FALSE,FALSE,NA,NA
"1007","Nature walk and a stick @alecbradley on this nice beautiful sunny day. <f0><U+009F><U+008C><U+009E><f0><U+009F><U+008C><U+00B1>
.
.
.
.
#cigarlife #walkingstick… https://t.co/u3gdfbdUCG",FALSE,0,NA,2020-05-16 17:36:58,TRUE,NA,"1261712256632578052",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","Diontourage",0,FALSE,FALSE,NA,NA
"1008","#How I #stay #ACTIVE during #quarantine ! - 4 Million #Subscriber #Special https://t.co/egEfMoY0W3 via @YouTube @BlackGryph0n @baasikmusic",FALSE,0,NA,2020-05-16 17:23:38,FALSE,NA,"1261708904314085383",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","teenwolfgray72",0,FALSE,FALSE,NA,NA
"1009","Did you know?

Offer from £19.99
Reserve now for FREE<f0><U+009F><U+0091><U+0087>
https://t.co/9Mr7SDCmh6

#streatham #streathamhill… https://t.co/i1nC0yrD4h",FALSE,1,NA,2020-05-16 17:01:47,TRUE,NA,"1261703402351927297",NA,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>","EFStreatham",0,FALSE,FALSE,NA,NA
"1010","Upgrade your conviction.
#health #fitness #fit #gym #dedication #fitspo #fitnessaddict #workout #hiit… https://t.co/sjmwGACkmN",FALSE,0,NA,2020-05-16 16:56:23,TRUE,NA,"1261702045050056705",NA,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>","2by10",0,FALSE,FALSE,NA,NA
"1011","RT @LeagueACS: ""From the UK all the way to Canada, our Little Leaguers have been opening brand new bug hotels and birdfeeders to attract a…",FALSE,0,NA,2020-05-16 16:56:19,FALSE,NA,"1261702027119296514",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Hackpiggles",5,TRUE,FALSE,NA,NA
"1012","Any #outdoors #active #pregnant ladies out there that have struggled to find suitable outdoors maternity clothing?… https://t.co/mn5UH4fUML",FALSE,0,NA,2020-05-16 16:54:41,TRUE,NA,"1261701618925535232",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","ClareWinton2",0,FALSE,FALSE,NA,NA
"1013","RT @airnews_imphal: #Manipur: A 22-year old girl from #Ccpur, who has recently returned from #Chennai tests #Covid19 positive. With this, M…",FALSE,0,NA,2020-05-16 16:46:57,FALSE,NA,"1261699669391900672",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","groykxj",5,TRUE,FALSE,NA,NA
"1014","A Salute to our #military past and present from Patriots and Paws. #bravery #Veterans #Active Duty #Reservists… https://t.co/B7vBLq3UTa",FALSE,0,NA,2020-05-16 16:42:11,TRUE,NA,"1261698470555070464",NA,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>","PatriotsandPaws",0,FALSE,FALSE,NA,NA
"1015","On #active vs #passive #AssetManagement https://t.co/R7oIjHx5BO",FALSE,0,NA,2020-05-16 16:40:54,FALSE,NA,"1261698147228823552",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Investing_1A",0,FALSE,FALSE,NA,NA
"1016","RT @airnews_imphal: #Manipur: A 22-year old girl from #Ccpur, who has recently returned from #Chennai tests #Covid19 positive. With this, M…",FALSE,0,NA,2020-05-16 16:36:32,FALSE,NA,"1261697048342118401",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","health_manipur",5,TRUE,FALSE,NA,NA
"1017","Don't let your loyalty become slavery.
#quote #motivation #active #strong #lifestyle #meditation #determination… https://t.co/ezYSHeZOcI",FALSE,0,NA,2020-05-16 16:30:34,TRUE,NA,"1261695546076643331",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ambiandmotiv",1,FALSE,FALSE,NA,NA
"1018","#Manipur: A 22-year old girl from #Ccpur, who has recently returned from #Chennai tests #Covid19 positive. With thi… https://t.co/sXp1HoyndO",FALSE,17,NA,2020-05-16 16:25:58,TRUE,NA,"1261694391745273861",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","airnews_imphal",5,FALSE,FALSE,NA,NA
"1019","#Exercise is crucial for #healthyaging and the best part is it doesn't have to cost a penny! Here are some free way… https://t.co/zII0b9MnHu",FALSE,0,NA,2020-05-16 16:13:00,TRUE,NA,"1261691129411645442",NA,"<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>","MRAN_NY",0,FALSE,FALSE,NA,NA
"1020","It's a great weekend for a virtual 5K - run, walk, bike, skip or dance at your happy pace and distance. You choose.… https://t.co/0yVDl1TYhF",FALSE,1,NA,2020-05-16 16:12:04,TRUE,NA,"1261690891250663427",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","GirlsontheRunGC",0,FALSE,FALSE,NA,NA
"1021","""Monsters Reign"" #monster #reign #monsterenergy #reignbodyfuel #photography #productphotography #gopro #goprohero… https://t.co/5SPnCjLJtS",FALSE,0,NA,2020-05-16 16:10:55,TRUE,NA,"1261690604704002048",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","JosiahGabeSmith",0,FALSE,FALSE,NA,NA
"1022","RT @sri50: #COVID19 #India, May 16

#COVID19 cases near 86K!

 Huge spikes &amp; deaths continue!

 #COVID19 Cases        85,940

#Active Cases…",FALSE,0,NA,2020-05-16 16:10:11,FALSE,NA,"1261690418732822529",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","JSadhanandh",19,TRUE,FALSE,NA,NA
"1023","Staying #active and moving your body looks different for everyone, especially during a global #pandemic! A #virtual… https://t.co/d3OHj68PP8",FALSE,1,NA,2020-05-16 16:08:01,TRUE,NA,"1261689871560773632",NA,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>","livebetter",0,FALSE,FALSE,NA,NA
"1024","It all comes down to CHOICES! #Red or #Blue and Lockedin Magazine wants you to make the call! Stay #LockedIN with… https://t.co/9RxbhUcX6z",FALSE,0,NA,2020-05-16 15:15:11,TRUE,NA,"1261676576585940997",NA,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>","LockedINMag",0,FALSE,FALSE,NA,NA
"1025","Win a Samsung Galaxy Watch Active Smartwatch courtesy of @farfromrefuge #giveaway #farfromrefuge #samsung… https://t.co/oxEknAucQs",FALSE,0,NA,2020-05-16 14:43:26,TRUE,NA,"1261668587426676737",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Carmela46751046",0,FALSE,FALSE,NA,NA
"1026","Healthy #active passengers, germ/ virus-free surfaces, slow open air cruising and a full medical and wellness clini… https://t.co/SnlsfYXQnM",FALSE,1,NA,2020-05-16 14:35:05,TRUE,NA,"1261666483744145410",NA,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>","BlueWorldVoyage",0,FALSE,FALSE,NA,NA
"1027","RT @VentriLOLquist: ""Remember. I was the first to announce this Quote. Kal galti se famous hua toh yeh hi wala dalna. Iske neeche bhi quote…",FALSE,0,NA,2020-05-16 14:33:34,FALSE,NA,"1261666104050503682",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","BrentPFernandes",1,TRUE,FALSE,NA,NA
"1028","""Remember. I was the first to announce this Quote. Kal galti se famous hua toh yeh hi wala dalna. Iske neeche bhi q… https://t.co/qWCEeG4XEg",FALSE,4,NA,2020-05-16 14:31:01,TRUE,NA,"1261665461772509185",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","VentriLOLquist",1,FALSE,FALSE,NA,NA
"1029","RT @JPIDesignHub: How active are you?
#active #exercise
Source: @BiofreezeUK Design: Mark Hall https://t.co/yEuhHbSLNQ",FALSE,0,NA,2020-05-16 14:27:50,FALSE,NA,"1261664661604380673",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","PureTimRobinson",2,TRUE,FALSE,NA,NA
"1030","RT @Redbirdht: Take a stroll at night to enjoy the evening breeze or go for a walk every #morning... staying  physically #active will reduc…",FALSE,0,NA,2020-05-16 14:09:56,FALSE,NA,"1261660155336437762",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","B_efyA",5,TRUE,FALSE,NA,NA
"1031","RT @ClaraHelms: Girl Next Door
<f0><U+009F><U+0092><U+0097>
<f0><U+009F><U+0092><U+0097>
<f0><U+009F><U+0092><U+0097>
<f0><U+009F><U+0092><U+0097>
#pink #pinkdoor #friends #girlnextdoor #jeans #lifestyle #womenempowerment #women #motivation #fitne…",FALSE,0,NA,2020-05-16 14:06:31,FALSE,NA,"1261659297152331777",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Agent_Rickson80",11,TRUE,FALSE,NA,NA
"1032","RT @ClaraHelms: Girl Next Door
<f0><U+009F><U+0092><U+0097>
<f0><U+009F><U+0092><U+0097>
<f0><U+009F><U+0092><U+0097>
<f0><U+009F><U+0092><U+0097>
#pink #pinkdoor #friends #girlnextdoor #jeans #lifestyle #womenempowerment #women #motivation #fitne…",FALSE,0,NA,2020-05-16 14:00:48,FALSE,NA,"1261657857339961344",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","GodMoon2000",11,TRUE,FALSE,NA,NA
"1033","Everything is created twice.
#fitness #gym #fit #workout  #bodybuilding #fitnessmotivation #training #exercise… https://t.co/629ocTMX17",FALSE,0,NA,2020-05-16 13:56:32,TRUE,NA,"1261656784122642432",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","ScienceFitDon",0,FALSE,FALSE,NA,NA
"1034","Let the universe handle your worries, while you handle building peace within yourself 
#fitness #gym #fit #workout… https://t.co/fuKC4C3Lwo",FALSE,0,NA,2020-05-16 13:55:12,TRUE,NA,"1261656450386071553",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","ScienceFitDon",0,FALSE,FALSE,NA,NA
"1035","Wings to show you what you can become 
Roots to remind you where you're from 
#fitness #gym #fit #workout… https://t.co/6q8LZHVWK4",FALSE,0,NA,2020-05-16 13:54:01,TRUE,NA,"1261656152640589825",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","ScienceFitDon",0,FALSE,FALSE,NA,NA
"1036","Music makes all the difference!<f0><U+009F><U+0098><U+0089><f0><U+009F><U+0099><U+0083><f0><U+009F><U+008E><U+00B6> kygomusic is a always a fun choice!<f0><U+009F><U+00A4><U+009E> (For me<f0><U+009F><U+0098><U+0089>) #jumprope #routine #building… https://t.co/FugOKIclu7",FALSE,0,NA,2020-05-16 13:45:46,TRUE,NA,"1261654073343766528",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","AdriennBanhegyi",0,FALSE,FALSE,NA,NA
"1037","RT @ClaraHelms: Girl Next Door
<f0><U+009F><U+0092><U+0097>
<f0><U+009F><U+0092><U+0097>
<f0><U+009F><U+0092><U+0097>
<f0><U+009F><U+0092><U+0097>
#pink #pinkdoor #friends #girlnextdoor #jeans #lifestyle #womenempowerment #women #motivation #fitne…",FALSE,0,NA,2020-05-16 13:44:42,FALSE,NA,"1261653804455325696",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","iCarlyFan2009",11,TRUE,FALSE,NA,NA
"1038","RT @GeorgiaEinstein: Saturday #wakeup #stayhomeworkout #active #lockdown #motivation #gainz #muscle #tone #strength #stretch #flexibility #…",FALSE,0,NA,2020-05-16 13:44:29,FALSE,NA,"1261653752592859136",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","GeorgiaEinstein",1,TRUE,FALSE,NA,NA
"1039","Saturday #wakeup #stayhomeworkout #active #lockdown #motivation #gainz #muscle #tone #strength #stretch… https://t.co/Ouq3xVXIxf",FALSE,1,NA,2020-05-16 13:43:26,TRUE,NA,"1261653485868781568",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","GeorgiaEinstein",1,FALSE,FALSE,"0.05158005","51.44996271"
"1040","RT @SpecialRio: Join Us Live at 12:00 p.m.(CT)/ 11:00 a.m. for Virtual Summer Games Opening Ceremony
#soconnected #flipgrid #sotx #gold #si…",FALSE,0,NA,2020-05-16 13:34:17,FALSE,NA,"1261651185527853060",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","trinitylou5",1,TRUE,FALSE,NA,NA
"1041","""#Global #Active Management Review"" -&gt; https://t.co/96zB5cKj6l via @pgim #performance",FALSE,0,NA,2020-05-16 13:17:00,FALSE,NA,"1261646834432454659",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","Opinio_Pro",0,FALSE,FALSE,NA,NA
"1042","RT @airnews_imphal: #Manipur: With two more confirmed #NovelCoronaVirus, Manipur reports six #Covid19 cases so far, of which four are #Acti…",FALSE,0,NA,2020-05-16 13:03:32,FALSE,NA,"1261643445648502785",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","reagan_moirangt",2,TRUE,FALSE,NA,NA
"1043","RT @airnews_imphal: #Manipur: With two more confirmed #NovelCoronaVirus, Manipur reports six #Covid19 cases so far, of which four are #Acti…",FALSE,0,NA,2020-05-16 13:01:15,FALSE,NA,"1261642870060130304",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","health_manipur",2,TRUE,FALSE,NA,NA
"1044","#Manipur: With two more confirmed #NovelCoronaVirus, Manipur reports six #Covid19 cases so far, of which four are… https://t.co/5TwIKfM4rb",FALSE,5,NA,2020-05-16 12:59:35,TRUE,NA,"1261642451347017728",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","airnews_imphal",2,FALSE,FALSE,NA,NA
"1045","RT @adventure_wales: Memory of the day - Charity abseiling! 

#adventurebeyond #happy #memories #funday #livelife #outdoors #active #outdoo…",FALSE,0,NA,2020-05-16 12:58:39,FALSE,NA,"1261642216784777218",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Clare_Rutter",1,TRUE,FALSE,NA,NA
"1046","Memory of the day - Charity abseiling! 

#adventurebeyond #happy #memories #funday #livelife #outdoors #active… https://t.co/wyzoTy0EoH",FALSE,1,NA,2020-05-16 12:50:41,TRUE,NA,"1261640213560012800",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","adventure_wales",1,FALSE,FALSE,NA,NA
"1047","FLORIDA is starting to open up more businesses and Lockedin Magazine is hoping that people continue to use CARE! We… https://t.co/zwwxgsIacx",FALSE,0,NA,2020-05-16 12:50:05,TRUE,NA,"1261640062887919616",NA,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>","LockedINMag",0,FALSE,FALSE,NA,NA
"1048","RT @EBLeisure: #Walking is a great form of #exercise to keep you #active, it’s free, relaxing &amp; is a bit of you time. Whatever you enjoy, a…",FALSE,0,NA,2020-05-16 12:45:31,FALSE,NA,"1261638910649815041",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","CECRangers",1,TRUE,FALSE,NA,NA
"1049","RT @sri50: #COVID19 #India, May 16

#COVID19 cases near 86K!

 Huge spikes &amp; deaths continue!

 #COVID19 Cases        85,940

#Active Cases…",FALSE,0,NA,2020-05-16 12:44:32,FALSE,NA,"1261638665077309442",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","RohitSh99064014",19,TRUE,FALSE,NA,NA
"1050","RT @sri50: #COVID19 #India, May 16

#COVID19 cases near 86K!

 Huge spikes &amp; deaths continue!

 #COVID19 Cases        85,940

#Active Cases…",FALSE,0,NA,2020-05-16 12:42:11,FALSE,NA,"1261638072824811522",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","trrajeshtvpm",19,TRUE,FALSE,NA,NA
"1051","Are you #active and want to sample @squeeztheday products to see if they will work for you? Do so for the cost of s… https://t.co/GVTPB3o3z9",FALSE,3,NA,2020-05-16 12:37:52,TRUE,NA,"1261636987372490754",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","austintturnersd",0,FALSE,FALSE,NA,NA
"1052","RT @de_escosura: Happy to attend this poster event on Twitter, in @syschem20 #syschemposter #active. Here we present the Biohybrid Material…",FALSE,0,NA,2020-05-16 12:29:54,FALSE,NA,"1261634980628828160",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Morpheu36716386",6,TRUE,FALSE,NA,NA
"1053","Do you often feel dehydrated during exercise or an outdoor excursion? #health #active #specialconditions Be Totally… https://t.co/Ov3EYeHzkP",FALSE,0,NA,2020-05-16 12:28:54,TRUE,NA,"1261634729314594816",NA,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>","totallyfit63",0,FALSE,FALSE,NA,NA
"1054","RT @Woking_NewsMail: #Health and #Exercise group @ActiveSurrey are urging #Homeschooling parents to keep their kids #Active as a way of imp…",FALSE,0,NA,2020-05-16 12:24:14,FALSE,NA,"1261633558055182336",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","WokingLibrary",2,TRUE,FALSE,NA,NA
"1055","Want vs. Need 
.
.
.
Join #IBEC_Food_Science_And_Human_Nutrition #IBEC_Edcourses 
.
.
.
#nutrition #foodsecurity… https://t.co/EvF7oTgoJh",FALSE,1,NA,2020-05-16 12:18:35,TRUE,NA,"1261632135473045506",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","IBEC_India",0,FALSE,FALSE,NA,NA
"1056","#Health and #Exercise group @ActiveSurrey are urging #Homeschooling parents to keep their kids #Active as a way of… https://t.co/ekPD1a0ev6",FALSE,6,NA,2020-05-16 12:15:04,TRUE,NA,"1261631250445537285",NA,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>","Woking_NewsMail",2,FALSE,FALSE,NA,NA
"1057","You've got a new story to write.
And it looks nothing like your past.
#fitness #gym #fit #workout  #bodybuilding… https://t.co/HJa0G89I24",FALSE,0,NA,2020-05-16 12:12:28,TRUE,NA,"1261630593080705025",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","ScienceFitDon",0,FALSE,FALSE,NA,NA
"1058","People never learn anything by being told, they have to find out for themselves 
 #fitness #gym #fit #workout… https://t.co/9PVeThGtvX",FALSE,0,NA,2020-05-16 12:10:29,TRUE,NA,"1261630095090991105",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","ScienceFitDon",0,FALSE,FALSE,NA,NA
"1059","#Walking is a great form of #exercise to keep you #active, it’s free, relaxing &amp; is a bit of you time. Whatever you… https://t.co/RhuPKkDp3U",FALSE,0,NA,2020-05-16 11:39:01,TRUE,NA,"1261622178136698882",NA,"<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>","EBLeisure",1,FALSE,FALSE,NA,NA
